Hai,8.163086,0.022581779873463503
baap,8.170751,0.022602983783691827
bahadur,8.167352,0.022593581032111124
yar,8.163656,0.022583356680877742
acquitted,8.161660,0.022577835088599108
banna,8.162231,0.022579414662342145
impressive,8.163656,0.022583356680877742
krishna,8.161660,0.022577835088599108
Tak,8.162801,0.022580991469756385
Budhe,8.165364,0.02258808157046287
/\u003eIndia,8.164226,0.02258493348829198
K,8.161946,0.022578626258635028
762,8.162516,0.022580203066049267
koh,8.161090,0.02257625828118487
Literally,8.165364,0.02258808157046287
diya,8.168770,0.02259750368634515
entry,8.161090,0.02257625828118487
naser,8.161090,0.02257625828118487
Sequencing,8.165648,0.022588867207841187
rhe,8.163371,0.022582568277170624
bna,8.165932,0.022589652845219514
Rahi,8.162231,0.022579414662342145
Even,8.165648,0.022588867207841187
chezon,8.165079,0.02258729316675575
bnda,8.163656,0.022583356680877742
minds,8.164795,0.022586507529377426
father\u0026#39,8.164226,0.02258493348829198
hoti,8.165648,0.022588867207841187
nai,8.165648,0.022588867207841187
pe,8.171034,0.022603766654741356
victim,8.165932,0.022589652845219514
dene,8.163371,0.022582568277170624
Editing,8.165648,0.022588867207841187
kisi,8.167352,0.022593581032111124
mean,8.161660,0.022577835088599108
churaya,8.162231,0.022579414662342145
well,8.169903,0.02260063793687205
cause,8.164226,0.02258493348829198
duniya,8.160804,0.022575467111148953
cant,8.162801,0.022580991469756385
dena,8.167068,0.022592795394732808
/\u003eCriminality,8.164226,0.02258493348829198
cow,8.165079,0.02258729316675575
faltu,8.170186,0.022601420807921574
dear,8.165648,0.022588867207841187
mila,8.163941,0.022584145084584863
work,8.160518,0.022574675941113034
chnge,8.162516,0.022580203066049267
khuchi,8.160804,0.022575467111148953
analyze,8.165079,0.02258729316675575
role,8.174703,0.02261391631509722
Gonda,8.161660,0.022577835088599108
Bad,8.164795,0.022586507529377426
shathi,8.163656,0.022583356680877742
Ajeeb,8.161660,0.022577835088599108
chup,8.160804,0.022575467111148953
amjads,8.165079,0.02258729316675575
chonny,8.163656,0.022583356680877742
00\u003c/a\u003e,8.162516,0.022580203066049267
Shockingggg,8.161375,0.022577046684891987
seven,8.161946,0.022578626258635028
sara,8.161090,0.02257625828118487
sale,8.161090,0.02257625828118487
creation,8.165648,0.022588867207841187
can\u0026#39,8.165932,0.022589652845219514
chillaya,8.162231,0.022579414662342145
karonga,8.163941,0.022584145084584863
chamar,8.161090,0.02257625828118487
chaie,8.168486,0.022596718048966825
abe,8.161090,0.02257625828118487
Plz,8.162801,0.022580991469756385
sharda,8.161660,0.022577835088599108
DMLT,8.165079,0.02258729316675575
huwa,8.160518,0.022574675941113034
thinking,8.168486,0.022596718048966825
variety,8.163371,0.022582568277170624
n,8.166500,0.022591224119976158
rewatch,8.162801,0.022580991469756385
know,8.167068,0.022592795394732808
NEW,8.161375,0.022577046684891987
blood,8.165648,0.022588867207841187
bhout,8.161090,0.02257625828118487
JAB,8.161946,0.022578626258635028
chlo,8.165364,0.02258808157046287
Sanjeev,8.168203,0.0225959351779173
PRAAN,8.161946,0.022578626258635028
chutiya,8.177235,0.022620920659611
/\u003eC,8.161660,0.022577835088599108
pyaar,8.167636,0.02259436666948945
dhoka,8.165364,0.02258808157046287
Kar,8.162801,0.022580991469756385
tare,8.162516,0.022580203066049267
thanks,8.164510,0.022585719125670305
/\u003eGanesh,8.162516,0.022580203066049267
kamina,8.166784,0.02259200975735448
little,8.160518,0.022574675941113034
extramarital,8.164226,0.02258493348829198
80\u0026#39,8.161946,0.022578626258635028
hotain,8.161090,0.02257625828118487
Aisi,8.165932,0.022589652845219514
merzi,8.163656,0.022583356680877742
/\u003etobaaaa,8.163656,0.022583356680877742
hats,8.161090,0.02257625828118487
badi,8.165648,0.022588867207841187
jaldi,8.162231,0.022579414662342145
dari,8.160804,0.022575467111148953
hostel,8.165079,0.02258729316675575
got,8.171599,0.022605329630511612
Bhankare,8.162516,0.022580203066049267
states,8.163086,0.022581779873463503
nowadays,8.160804,0.022575467111148953
baki,8.164795,0.022586507529377426
shanu,8.161660,0.022577835088599108
apart,8.165932,0.022589652845219514
GNM,8.165079,0.02258729316675575
Yaar,8.161375,0.022577046684891987
maloom,8.162516,0.022580203066049267
B,8.161660,0.022577835088599108
Dhakan,8.161946,0.022578626258635028
Samja,8.161946,0.022578626258635028
For,8.167636,0.02259436666948945
dete,8.160518,0.022574675941113034
sex,8.170469,0.022602203678971103
han,8.161946,0.022578626258635028
goli,8.161090,0.02257625828118487
cp,8.164226,0.02258493348829198
2%,8.164795,0.022586507529377426
tapar,8.161660,0.022577835088599108
Marnay,8.164795,0.022586507529377426
done\u0026#39,8.161946,0.022578626258635028
shaheem,8.160804,0.022575467111148953
sisters,8.163941,0.022584145084584863
hiiiii,8.165932,0.022589652845219514
crimpetrol,8.163941,0.022584145084584863
shit,8.161946,0.022578626258635028
far,8.161375,0.022577046684891987
Love,8.165364,0.02258808157046287
shown,8.160518,0.022574675941113034
ever,8.170469,0.022602203678971103
carried,8.165648,0.022588867207841187
Pakistani,8.164795,0.022586507529377426
bhejo,8.164226,0.02258493348829198
chakr,8.165932,0.022589652845219514
tone,8.165648,0.022588867207841187
True,8.162801,0.022580991469756385
Bajay,8.162231,0.022579414662342145
en,8.165079,0.02258729316675575
Fasi,8.162231,0.022579414662342145
home,8.165648,0.022588867207841187
job,8.167352,0.022593581032111124
stop,8.167636,0.02259436666948945
roles,8.161375,0.022577046684891987
Sach,8.163086,0.022581779873463503
intresting,8.161090,0.02257625828118487
Lord,8.164226,0.02258493348829198
nikla@,8.165932,0.022589652845219514
Jisne,8.160804,0.022575467111148953
Paiso,8.162801,0.022580991469756385
watch,8.166216,0.022590438482597838
rival,8.161660,0.022577835088599108
kg,8.163371,0.022582568277170624
shiv8172,8.161375,0.022577046684891987
evil,8.165648,0.022588867207841187
twist,8.168486,0.022596718048966825
YouTube,8.165364,0.02258808157046287
Really,8.161946,0.022578626258635028
bad,8.169336,0.0225990694284442
took,8.162801,0.022580991469756385
zindagi,8.167636,0.02259436666948945
hay,8.169053,0.022598286557394674
haq,8.163656,0.022583356680877742
frequently,8.162516,0.022580203066049267
nkl,8.165079,0.02258729316675575
called,8.162801,0.022580991469756385
500,8.165364,0.02258808157046287
Maar,8.165364,0.02258808157046287
pitt,8.161946,0.022578626258635028
kro,8.165648,0.022588867207841187
Bakwas,8.165932,0.022589652845219514
